,name,salary_from,salary_to,salary_currency,area_name,published_at
3468,Консультант SAP BW,,,,Москва,2022-12-15T14:27:45+0300
3469,Senior Python Engineer (remote),,,,Кипр,2022-12-15T15:15:53+0300
3470,Старший инженер-программист (касса),,200000.0,RUR,Москва,2022-12-15T17:54:45+0300
3471,Senior DevOps,,,,Москва,2022-12-15T14:02:24+0300
3472,"Старший инженер по тестированию ПО (C, C++,C#)",,,,Москва,2022-12-15T16:56:16+0300
3473,Специалист по работе с корпоративными клиентами,,28000.0,RUR,Липецк,2022-12-15T13:29:31+0300
3474,Ведущий специалист по информационной безопасности,,,,Нижний Новгород,2022-12-15T13:12:02+0300
3475,Главный механик оборудования,,50000.0,RUR,Екатеринбург,2022-12-15T16:36:35+0300
3476,Специалист 1С Лизинг,100000.0,,RUR,Москва,2022-12-15T16:23:09+0300
3477,.NET Developer USA (80% Backend/20%Frontend),220000.0,250000.0,RUR,Москва,2022-12-15T12:02:55+0300
3478,Senior System Game Designer,,,,Минск,2022-12-15T15:04:27+0300
3479,Системный архитектор платформы Битрикс,,,,Санкт-Петербург,2022-12-15T12:39:55+0300
3480,"Программист 1С (БП, УТ)",150000.0,,RUR,Тула,2022-12-15T17:09:21+0300
3481,Team Lead NLP Engineer,,,,Москва,2022-12-15T12:24:54+0300
3482,Ведущий консультант / Эксперт 1С: CRM,,,,Москва,2022-12-15T14:12:40+0300
3483,Scala Team Lead,,,,Санкт-Петербург,2022-12-15T14:28:38+0300
3484,Scala Team Lead,,,,Москва,2022-12-15T14:28:43+0300
3485,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Краснодар,2022-12-15T15:03:02+0300
3486,Специалист 1С Лизинг,100000.0,,RUR,Санкт-Петербург,2022-12-15T16:23:12+0300
3487,Старший консультант Siebel,,,,Москва,2022-12-15T14:56:28+0300
3488,Программист 1С - руководитель группы внедрения (Аккредитованная IT-компания),250000.0,,RUR,Москва,2022-12-15T14:39:57+0300
3489,PHP TeamLead/TechLead,,,,Новосибирск,2022-12-15T12:45:51+0300
3490,Менеджер по работе с клиентами,43700.0,,RUR,Тюмень,2022-12-15T13:09:21+0300
3491,Методолог-консультант 1С МСФО,,,,Москва,2022-12-15T12:20:18+0300
3492,Senior DevOps engineer/DevOps engineer (Kubernetes),,,,Санкт-Петербург,2022-12-15T14:29:51+0300
3493,Ведущий программист 1С (удаленная работа),200000.0,,RUR,Орел,2022-12-15T17:09:21+0300
3494,Senior Java Developer (Архитектурная команда),,,,Москва,2022-12-15T12:45:56+0300
3495,"Преподаватель по курсу ""Веб-аналитика"" (онлайн)",,,,Санкт-Петербург,2022-12-15T13:03:39+0300
3496,Программист 1С,100000.0,,RUR,Тула,2022-12-15T17:09:21+0300
3497,Автор студенческих работ по техническим дисциплинам,,,,Минск,2022-12-15T12:16:51+0300
3498,Lead System Game Designer,,,,Минск,2022-12-15T15:04:08+0300
3499,Ведущий программист 1С,200000.0,,RUR,Тула,2022-12-15T17:09:20+0300
3500,Консультант SAP HR/HCM (PY),,,,Москва,2022-12-15T14:28:08+0300
3501,Ведущий инженер по виртуализации (VMware),,,,Казань,2022-12-15T15:03:37+0300
3502,Программист 1С/Разработчик 1С,101000.0,,RUR,Москва,2022-12-15T16:41:12+0300
3503,Веб-разработчик Битрикс/Битрикс 24,,,,Москва,2022-12-15T12:17:42+0300
3504,Senior Scala Developer / Scala Developer,,,,Санкт-Петербург,2022-12-15T14:28:55+0300
3505,Senior DevOps engineer/DevOps engineer (Kubernetes),,,,Москва,2022-12-15T14:29:30+0300
3506,Hadoop\Python Developer(Middle\Senior),,,,Москва,2022-12-15T12:18:30+0300
3507,Senior Data Engineer/Data Engineer,,,,Санкт-Петербург,2022-12-15T14:28:51+0300
3508,Senior Data Engineer/Data Engineer,,,,Москва,2022-12-15T14:28:48+0300
3509,Вечерний менеджер,36000.0,,RUR,Екатеринбург,2022-12-15T12:09:08+0300
3510,Функциональный архитектор 1С,,,,Москва,2022-12-15T13:50:27+0300
3511,Наборщик текста (Удаленная работа),25000.0,35000.0,RUR,Москва,2022-12-15T23:05:51+0300
3512,Аналитик бизнес-процессов,,200000.0,RUR,Москва,2022-12-15T18:38:18+0300
3513,Frontend-разработчик,150000.0,,RUR,Новосибирск,2022-12-15T19:42:55+0300
3514,"Графический дизайнер (маркетплейсы Ozon, Wildberries)",40000.0,,RUR,Москва,2022-12-15T21:27:07+0300
3515,Junior Brand Manager,,,,Москва,2022-12-15T18:26:15+0300
3516,Редактор Сайта,40000.0,,RUR,Москва,2022-12-15T19:59:53+0300
3517,Начальник ИТ-отдела,200000.0,250000.0,RUR,Москва,2022-12-15T19:24:28+0300
3518,Оператор станков с ЧПУ,45000.0,55000.0,RUR,Ижевск,2022-12-15T20:26:30+0300
3519,Администратор/Контент-менеджер сайта,40000.0,50000.0,RUR,Санкт-Петербург,2022-12-15T18:56:48+0300
3520,Дизайнер,,,,Москва,2022-12-15T21:53:31+0300
3521,Release manager (разработка ПО) СберТех,,,,Санкт-Петербург,2022-12-15T20:07:41+0300
3522,Системный администратор,70000.0,,RUR,Симферополь,2022-12-15T18:32:58+0300
3523,Дизайнер полиграфии / специалист по допечатной подготовке,40000.0,65000.0,RUR,Ярославль,2022-12-15T20:26:31+0300
3524,Механик,54000.0,54000.0,RUR,Пенза,2022-12-15T18:45:21+0300
3525,"Администратор проекта (проектный офис ""Оборудование"")",,,,Москва,2022-12-15T18:57:18+0300
3526,Junior Salesforce Developer/Начинающий программист/разработчик Salesforce,,1000.0,USD,Гомель,2022-12-15T21:00:46+0300
3527,Бизнес-аналитик,,,,Омск,2022-12-15T18:02:27+0300
3528,Директор по развитию / управлению стратегическими проектами,200000.0,250000.0,RUR,Москва,2022-12-15T18:00:57+0300
3529,Бизнес-аналитик,,,,Москва,2022-12-15T19:06:19+0300
3530,Инженер группы телефонии,90000.0,105000.0,RUR,Санкт-Петербург,2022-12-15T18:24:05+0300
3531,Дизайнер-печатник на принтере,30000.0,40000.0,RUR,Чебоксары,2022-12-15T21:11:35+0300
3532,Проектный менеджер,40000.0,,RUR,Калининград,2022-12-15T21:18:09+0300
3533,Девопс специалист,,60000.0,RUR,Москва,2022-12-15T18:18:09+0300
3534,Продакт-менеджер (middle),110000.0,110000.0,RUR,Москва,2022-12-15T20:10:11+0300
3535,Аналитик,,,,Санкт-Петербург,2022-12-15T18:30:32+0300
3536,IT Директор / Директор по информационным технологиям,,,,Москва,2022-12-15T18:48:30+0300
3537,Инженер-программист АСУ ТП (Siemens),,,,Москва,2022-12-15T19:01:03+0300
3538,Программист 1С,220000.0,,RUR,Санкт-Петербург,2022-12-15T18:09:21+0300
3539,Frontend Developer,,,,Москва,2022-12-15T21:10:41+0300
3540,Инженер технической поддержки,,,,Москва,2022-12-15T19:08:13+0300
3541,Менеджер проектов,50000.0,,RUR,Чебоксары,2022-12-15T18:45:30+0300
3542,Помощник системного администратора,50000.0,,RUR,Москва,2022-12-15T19:31:25+0300
3543,Оператор станков с ЧПУ,60000.0,,RUR,Ижевск,2022-12-15T23:05:12+0300
3544,Специалист по Интернет-рекламе (Таргетолог),120500.0,145000.0,RUR,Москва,2022-12-15T18:07:50+0300
3545,Специалист технической поддержки,,91900.0,RUR,Москва,2022-12-15T19:02:52+0300
3546,Руководитель проектов департамента сопровождения сделок M&A,,,,Москва,2022-12-15T18:37:31+0300
3547,Менеджер проекта,35000.0,,RUR,Киров (Кировская область),2022-12-15T20:48:45+0300
3548,Программист бэк-энда (backend-разработчик),200000.0,,RUR,Санкт-Петербург,2022-12-15T20:25:46+0300
3549,Руководитель группы IT-поддержки группы Colocation,,,,Москва,2022-12-15T21:43:30+0300
3550,Специалист технической поддержки (2 линия),,70000.0,RUR,Москва,2022-12-15T19:44:43+0300
3551,Инженер технической поддержки,,,,Москва,2022-12-15T18:21:03+0300
3552,Специалист по верификации данных (со знанием английского языка),250.0,400.0,USD,Батуми,2022-12-15T20:52:46+0300
3553,Middle/Senior Front-End Developer в VK Знакомства,,,,Москва,2022-12-15T18:52:23+0300
3554,Java Backend Developer,,,,Казань,2022-12-15T18:14:17+0300
3555,Ведущий специалист Центра инноваций,,,,Москва,2022-12-15T22:22:38+0300
3556,Разработчик мобильных приложений (Android),,,,Москва,2022-12-15T18:06:02+0300
3557,Разработчик C#,110000.0,,RUR,Санкт-Петербург,2022-12-15T20:26:31+0300
3558,Системный администратор,,,,Москва,2022-12-15T21:16:57+0300
3559,Системный администратор,65000.0,,RUR,Санкт-Петербург,2022-12-15T18:00:41+0300
3560,QA Middle manual специалист (Москва),,,,Москва,2022-12-15T22:42:13+0300
3561,Консультант по внедрению,,,,Москва,2022-12-15T19:23:13+0300
3562,Мастер по ремонту телефонов,1500.0,,BYR,Минск,2022-12-15T23:10:25+0300
3563,Системный администратор,,,,Лосино-Петровский,2022-12-15T21:16:57+0300
3564,Специалист технической поддержки пользователей,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-15T18:23:05+0300
