,name,salary_from,salary_to,salary_currency,area_name,published_at
3174,Портфельный риск-менеджер (направление МСБ),,,,Санкт-Петербург,2022-12-15T12:19:09+0300
3175,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Кингисепп,2022-12-15T13:05:20+0300
3176,Руководитель направления,120000.0,120000.0,RUR,Москва,2022-12-15T16:38:07+0300
3177,Оператор станков с ЧПУ,48000.0,,RUR,Муром,2022-12-15T12:10:00+0300
3178,Руководитель проекта,100000.0,,RUR,Москва,2022-12-15T14:11:14+0300
3179,Инженер сервисного центра,55000.0,80000.0,RUR,Красноярск,2022-12-15T15:39:40+0300
3180,Chief Scrum Master,,,,Ульяновск,2022-12-15T17:59:42+0300
3181,Старший консультант SAP SD,,,,Москва,2022-12-15T13:52:09+0300
3182,Консультант 1C:БП,50000.0,,RUR,Иркутск,2022-12-15T13:50:35+0300
3183,DevOps Engineer,,,,Санкт-Петербург,2022-12-15T17:14:46+0300
3184,Консультант поддержки SAP (1 линия),,26000.0,RUR,Пермь,2022-12-15T14:28:14+0300
3185,Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Москва,2022-12-15T13:24:34+0300
3186,Software Architect,,,,Санкт-Петербург,2022-12-15T15:12:03+0300
3187,Технический писатель,,,,Уфа,2022-12-15T14:13:52+0300
3188,Golang Developer,,,,Тбилиси,2022-12-15T12:41:57+0300
3189,Системный администратор,40000.0,,RUR,Березовский (Свердловская область),2022-12-15T12:09:25+0300
3190,Руководитель отдела развития и автоматизации бизнес-процессов (MALLTEAM),,,,Тюмень,2022-12-15T16:38:50+0300
3191,Системный инженер,,,,Санкт-Петербург,2022-12-15T15:09:48+0300
3192,Product Owner,,,,Москва,2022-12-15T13:23:27+0300
3193,"IT-специалист (со знанием турецкого языка), филиал в Турции",,,,Москва,2022-12-15T16:25:20+0300
3194,"Консультант-специалист 1С по оперативному учету (УТ, Розница)",48000.0,,RUR,Ростов-на-Дону,2022-12-15T17:41:15+0300
3195,Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Ярославль,2022-12-15T13:24:34+0300
3196,Руководитель по развитию агентской сети,80000.0,100000.0,RUR,Екатеринбург,2022-12-15T14:57:14+0300
3197,Специалист техподдержки 1С,36000.0,70000.0,RUR,Абакан,2022-12-15T12:17:47+0300
3198,Инженер программист FPGA (ПЛИС),,,,Санкт-Петербург,2022-12-15T17:16:11+0300
3199,Инженер внедрения (г. Красноярск),,,,Красноярск,2022-12-15T16:20:54+0300
3200,PHP-программист,,,,Санкт-Петербург,2022-12-15T17:17:59+0300
3201,Инженер-программист отдела разработки,,,,Екатеринбург,2022-12-15T15:15:33+0300
3202,HRTech/специалист по автоматизации (в г. Череповец),,100000.0,RUR,Вологда,2022-12-15T16:31:06+0300
3203,Слесарь-механик промышленного оборудования КИПиА,300000.0,350000.0,KZT,Уральск,2022-12-15T15:59:03+0300
3204,Специалист голосовой поддержки (2\2),33200.0,46400.0,RUR,Тольятти,2022-12-15T13:23:36+0300
3205,Руководитель группы ML в команду качества Геопоиска,,,,Санкт-Петербург,2022-12-15T16:58:02+0300
3206,Программист,90000.0,,RUR,Ростов-на-Дону,2022-12-15T15:50:46+0300
3207,Full-stack разработчик (Angular + c#),,,,Тюмень,2022-12-15T15:40:02+0300
3208,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Кинешма,2022-12-15T13:21:55+0300
3209,Токарь 3 - 6 разряд,27200.0,48600.0,RUR,Калининград,2022-12-15T13:40:35+0300
3210,Инженер в отдел персонального обслуживания,,,,Москва,2022-12-15T16:20:51+0300
3211,Инженер по сопровождению,,,,Москва,2022-12-15T14:52:54+0300
3212,Java-разработчик,,,,Москва,2022-12-15T16:57:09+0300
3213,Удаленный сотрудник обработки текста и ввода данных,,70000.0,RUR,Нижний Новгород,2022-12-15T12:30:35+0300
3214,Управляющий бизнес аналитик (кредитный процесс),,,,Москва,2022-12-15T12:59:17+0300
3215,Go-разработчик в рейтинги и отзывы,,,,Казань,2022-12-15T13:14:53+0300
3216,Ведущий инженер-инспектор ППР,,,,Коломна,2022-12-15T15:44:34+0300
3217,Старший консультант по HR системам,,,,Санкт-Петербург,2022-12-15T14:58:55+0300
3218,Программист 1С,,250000.0,RUR,Москва,2022-12-15T15:59:50+0300
3219,Главный специалист отдела налогов,,,,Москва,2022-12-15T12:20:16+0300
3220,Разработчик 1С,,,,Москва,2022-12-15T15:27:27+0300
3221,Программист 1C - Удаленно,150000.0,,RUR,Киров (Кировская область),2022-12-15T12:06:30+0300
3222,Консультант 1C:БГУ,50000.0,,RUR,Иркутск,2022-12-15T13:50:43+0300
3223,Инженер по смазке оборудования,,,,Коломна,2022-12-15T16:02:38+0300
3224,Ведущий PySpark разработчик(Рыночные риски),,,,Москва,2022-12-15T16:43:55+0300
3225,Инженер по смазке оборудования,,,,Воскресенск,2022-12-15T16:02:38+0300
3226,Руководитель группы 1С,200000.0,240000.0,RUR,Москва,2022-12-15T13:37:58+0300
3227,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Мичуринск,2022-12-15T13:22:03+0300
3228,Механик,,,,Междуреченск,2022-12-15T14:57:14+0300
3229,Ведущий специалист IT – отдела (поддержка АБС),,,,Москва,2022-12-15T12:20:56+0300
3230,Программист 1C,150000.0,300000.0,RUR,Самара,2022-12-15T13:44:04+0300
3231,Team Lead Data Scientist,,,,Москва,2022-12-15T12:24:53+0300
3232,Инсталлятор / Специалист по подключению абонентов / Монтажник интернет-сетей(возможно без опыта),51000.0,,RUR,Омск,2022-12-15T13:09:34+0300
3233,Data Engineer (Scala/Java),,,,Москва,2022-12-15T13:40:06+0300
3234,Ведущий инженер по виртуализации (VMware),,,,Екатеринбург,2022-12-15T15:04:10+0300
3235,Слесарь-наладчик КИПиА,,,,Москва,2022-12-15T14:51:34+0300
3236,QA engineer 1С (Middle),,,,Санкт-Петербург,2022-12-15T12:36:45+0300
3237,"Фрезеровщик 6 разряда (на производство, подработка)",35000.0,45000.0,RUR,Волгодонск,2022-12-15T16:09:20+0300
3238,Архитектор информационных систем (ДБО ФЛ),,,,Москва,2022-12-15T16:54:06+0300
3239,Главный специалист отдела методологии и автоматизации на платформе 1С,,200000.0,RUR,Москва,2022-12-15T17:24:30+0300
3240,"Техник ОПС (охранно-пожарная сигнализация), г. Тюмень",50000.0,,RUR,Тюмень,2022-12-15T14:17:48+0300
3241,Консультант SAP FI,,,,Санкт-Петербург,2022-12-15T14:27:52+0300
3242,Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Липецк,2022-12-15T12:04:09+0300
3243,Рабочий по комплексному обслуживанию зданий,,,,Зеленоград,2022-12-15T17:36:42+0300
3244,Разработчик инструментов тестирования,,,,Москва,2022-12-15T12:31:18+0300
3245,Ведущий инженер-программист,52826.0,52826.0,RUR,Березники,2022-12-15T14:17:29+0300
3246,Инженер КИПиА,,,,Губкин,2022-12-15T12:05:10+0300
3247,Фрезеровщик,27000.0,,RUR,Томск,2022-12-15T12:19:45+0300
3248,Специалист по криптографической защите,,,,Севастополь,2022-12-15T16:09:37+0300
3249,Ведущий программист 1С:ERP (руководитель группы разработки),200000.0,300000.0,RUR,Санкт-Петербург,2022-12-15T14:55:50+0300
3250,Удаленный сотрудник обработки информации и ввода данных,25000.0,70000.0,RUR,Старая Русса,2022-12-15T12:48:30+0300
3251,Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Казань,2022-12-15T15:01:07+0300
3252,PHP-разработчик,,,,Москва,2022-12-15T17:49:34+0300
3253,Оператор станков с ЧПУ,48000.0,,RUR,Выкса,2022-12-15T12:10:00+0300
3254,Программист 1С,,,,Санкт-Петербург,2022-12-15T12:30:02+0300
3255,Инженер-программист (Ведущий/главный специалист),,,,Воронеж,2022-12-15T17:18:02+0300
3256,Technical artist,,,,Москва,2022-12-15T13:37:11+0300
3257,Оператор листогибочного станка с числовым программным управлением 5 разряда,,,,Самара,2022-12-15T14:26:56+0300
3258,Системный аналитик 1С,,,,Новосибирск,2022-12-15T13:52:54+0300
3259,Наладчик станков с ЧПУ,,,,Балашиха,2022-12-15T12:38:21+0300
3260,Руководитель отдела по информационной безопасности,,,,Волгоград,2022-12-15T14:37:04+0300
3261,Ведущий специалист управления программного обеспечения,,,,Санкт-Петербург,2022-12-15T14:00:25+0300
3262,Разработчик встроенного ПО для микроконтроллеров,,,,Ставрополь,2022-12-15T15:48:57+0300
3263,Packaging Project Manager,,,,Иваново (Ивановская область),2022-12-15T15:03:12+0300
3264,Эксперт по продуктовой безопасности (AppSec),,,,Москва,2022-12-15T16:14:07+0300
3265,Методолог Департамента налогового планирования и МСФО,,,,Москва,2022-12-15T16:59:40+0300
3266,Программист 1С (Удаленно),150000.0,,RUR,Новосибирск,2022-12-15T12:49:49+0300
3267,Бизнес-аналитик,,,,Ростов-на-Дону,2022-12-15T16:08:22+0300
3268,Аналитик 1С:Документооборот,,,,Санкт-Петербург,2022-12-15T16:23:04+0300
3269,Программист 1С:Бухгалтерия (возможен удаленный формат работы),200000.0,,RUR,Москва,2022-12-15T17:39:21+0300
3270,Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Тольятти,2022-12-15T12:03:53+0300
3271,Руководитель ИТ-проектов,,,,Москва,2022-12-15T12:41:04+0300
3272,Старший консультант по HR системам (КЭДО),,,,Санкт-Петербург,2022-12-15T16:07:17+0300
3273,Сетевой Инженер,,,,Санкт-Петербург,2022-12-15T15:09:48+0300
3274,Ведущий специалист отдела разработки и сопровождения программного обеспечения,50700.0,,RUR,Ростов-на-Дону,2022-12-15T15:02:31+0300
3275,Консультант 1C:УТ/УНФ,60000.0,,RUR,Иркутск,2022-12-15T13:50:39+0300
3276,DevOps Engineer,100000.0,,RUR,Москва,2022-12-15T16:42:38+0300
3277,Ведущий инженер по координации проектов электрических и электронных компонентов (Мотоциклы),,,,Москва,2022-12-15T16:01:53+0300
3278,Ведущий специалист отдела корпоративных информационных систем,,,,Санкт-Петербург,2022-12-15T14:00:10+0300
3279,"Инженер по установке, настройке и сопровождению систем видеонаблюдения",,,,Симферополь,2022-12-15T14:05:53+0300
3280,Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Екатеринбург,2022-12-15T12:04:29+0300
3281,Консультант 1С,,,,Москва,2022-12-15T17:07:34+0300
3282,Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Казань,2022-12-15T13:09:17+0300
3283,Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Калининград,2022-12-15T14:21:50+0300
3284,Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Нефтекамск,2022-12-15T16:22:04+0300
3285,QA Automation Engineer (JS),,,,Москва,2022-12-15T14:37:00+0300
3286,Системный аналитик (Middle/Senior),150000.0,,RUR,Уфа,2022-12-15T17:12:35+0300
3287,Механизатор,45000.0,,RUR,Калининград,2022-12-15T16:49:34+0300
3288,Senior Flutter Developer,,,,Москва,2022-12-15T15:00:11+0300
3289,Фрезеровщик,64000.0,,RUR,Санкт-Петербург,2022-12-15T13:52:55+0300
3290,Ведущий инженер-программист,,,,Тверь,2022-12-15T14:21:07+0300
3291,Ведущий инженер,,,,Москва,2022-12-15T14:44:27+0300
3292,Инженер по смазке оборудования,,,,Раменское,2022-12-15T16:02:38+0300
3293,Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Санкт-Петербург,2022-12-15T13:09:17+0300
3294,Android разработчик в Яндекс.Карты,,,,Сербия,2022-12-15T16:54:06+0300
3295,Ведущий специалист (информационная безопасность),,,,Санкт-Петербург,2022-12-15T16:49:38+0300
3296,Инженер-программист (линия автоматизированного монтажа),,,,Санкт-Петербург,2022-12-15T12:45:34+0300
3297,Руководитель отдела товарной аналитики,,,,Москва,2022-12-15T16:15:55+0300
3298,Главный специалист по информационной безопасности,,,,Санкт-Петербург,2022-12-15T12:33:26+0300
3299,Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Волгоград,2022-12-15T13:42:58+0300
3300,Трейд-маркетолог,,,,Алматы,2022-12-15T14:48:20+0300
3301,Аналитик 1С,,250000.0,RUR,Архангельск,2022-12-15T16:23:23+0300
3302,Ведущий специалист Отдела телекоммуникаций,,,,Санкт-Петербург,2022-12-15T16:52:14+0300
3303,IOS-developer middle+,,,,Новосибирск,2022-12-15T12:45:54+0300
3304,Медник,105000.0,105000.0,RUR,Уфа,2022-12-15T17:07:24+0300
3305,Senior Computer System Validation Specialist,,,,Санкт-Петербург,2022-12-15T15:00:04+0300
3306,Эксперт по технологическим вопросам 1С,,,,Санкт-Петербург,2022-12-15T14:55:49+0300
3307,Application Security Engineer,,,,Санкт-Петербург,2022-12-15T16:46:35+0300
3308,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Губкин,2022-12-15T13:22:08+0300
3309,Главный специалист отдела методологии и автоматизации бухгалтерского учёта,,,,Алматы,2022-12-15T14:47:31+0300
3310,Инженер по слаботочным системам,,60000.0,RUR,Москва,2022-12-15T16:05:39+0300
3311,Оператор станков с программным управлением 3 - 6 разряд,27200.0,48600.0,RUR,Калининград,2022-12-15T13:40:45+0300
3312,Инженер-программист АСУ ТП,85542.0,169374.0,RUR,Уфа,2022-12-15T16:21:33+0300
3313,Руководитель отдела 1С и IT,50000.0,100000.0,RUR,Ессентуки,2022-12-15T17:30:54+0300
3314,Токарь-расточник 4 разряда,57810.0,,RUR,Санкт-Петербург,2022-12-15T17:12:46+0300
3315,Data Engineer,,,,Москва,2022-12-15T12:24:54+0300
3316,Комплексный архитектор,,,,Москва,2022-12-15T16:20:42+0300
3317,Программист PRA Serpa,,,,Москва,2022-12-15T17:56:08+0300
3318,Senior PHP-developer,196000.0,297000.0,RUR,Новосибирск,2022-12-15T14:37:35+0300
3319,Специалист отдела развития партнёров,20000.0,,RUR,Ростов-на-Дону,2022-12-15T17:24:38+0300
3320,Senior Frontend developer (Vue.js/Nuxt),194000.0,280000.0,RUR,Новосибирск,2022-12-15T14:37:30+0300
3321,"Программист 1С (Управление торговлей, Розница)",150000.0,,RUR,Тула,2022-12-15T17:09:21+0300
3322,Системный администратор,,,,Севастополь,2022-12-15T16:09:37+0300
3323,Старший системный аналитик,,,,Москва,2022-12-15T16:01:32+0300
3324,Ведущий аналитик,,,,Новосибирск,2022-12-15T16:10:51+0300
3325,Архитектор ЦОД,,,,Москва,2022-12-15T14:18:12+0300
3326,Пресейл менеджер по инфраструктурным решениям,,,,Москва,2022-12-15T15:09:49+0300
3327,Консультант MES,,,,Саратов,2022-12-15T17:33:33+0300
3328,Software Developer Engineer in Test (SDET) на платформу iOS,,,,Санкт-Петербург,2022-12-15T12:33:43+0300
3329,Golang Developer,,,,Баку,2022-12-15T12:41:57+0300
3330,Начальник отдела ИБ,,,,Москва,2022-12-15T16:55:54+0300
3331,Программист-исследователь в отдел R&D,,,,Москва,2022-12-15T13:39:13+0300
3332,Маркетолог-аналитик,,,,Ижевск,2022-12-15T14:15:27+0300
3333,Консультант 1С ERP / Аналитик 1С ERP,,180000.0,RUR,Санкт-Петербург,2022-12-15T14:55:49+0300
3334,Software Architect,,,,Москва,2022-12-15T15:12:03+0300
3335,Удаленный оператор обработки информации и ввода данных,25000.0,70000.0,RUR,Сочи,2022-12-15T13:55:30+0300
3336,Медник,105000.0,105000.0,RUR,Новосибирск,2022-12-15T17:07:25+0300
3337,Консультант-программист 1С Документооборот,,,,Москва,2022-12-15T17:39:43+0300
3338,Архитектор UC,,,,Санкт-Петербург,2022-12-15T15:09:48+0300
3339,Проектировщик информационных систем,,,,Москва,2022-12-15T17:03:01+0300
3340,"Технический менеджер проектов (PM, Релиз-менеджер, Middle/Senior)",150000.0,,RUR,Уфа,2022-12-15T17:13:06+0300
3341,Аналитик 1С,,,,Санкт-Петербург,2022-12-15T15:07:38+0300
3342,Разработчик 1C,140000.0,,KGS,Бишкек,2022-12-15T13:37:07+0300
3343,Главный специалист отдела автоматизации учета на платформе 1С,,200000.0,RUR,Москва,2022-12-15T17:24:58+0300
3344,Senior Python Engineer (remote),,,,Санкт-Петербург,2022-12-15T15:15:53+0300
3345,Медник,105000.0,105000.0,RUR,Омск,2022-12-15T17:07:25+0300
3346,Программист 1C (удаленно),140000.0,,RUR,Волгоград,2022-12-15T14:18:17+0300
3347,Руководитель проектов (Главный технолог),,,,Москва,2022-12-15T16:45:15+0300
3348,"ALM Инженер (группа разработки инфраструктуры, команда разработки KasperskyOS)",,,,Москва,2022-12-15T14:17:06+0300
3349,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Пермь,2022-12-15T15:02:42+0300
3350,Программист 1С (блок МДМ),,,,Москва,2022-12-15T15:42:04+0300
3351,Руководитель проекта,,,,Екатеринбург,2022-12-15T13:34:55+0300
3352,Бизнес-аналитик,70000.0,100000.0,RUR,Санкт-Петербург,2022-12-15T14:22:42+0300
3353,Аналитик 1С,,250000.0,RUR,Краснодар,2022-12-15T16:23:26+0300
3354,Фрезеровщик,64000.0,,RUR,Колпино,2022-12-15T13:52:59+0300
3355,Senior Software Engineer (remote),,4500.0,USD,Санкт-Петербург,2022-12-15T17:20:53+0300
3356,Сетевой Инженер,,,,Москва,2022-12-15T15:09:48+0300
3357,Game Design Team Lead (LiveOps),,,,Минск,2022-12-15T17:33:37+0300
3358,Middle/Senior .NET-разработчик,,,,Ижевск,2022-12-15T14:22:01+0300
3359,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Пенза,2022-12-15T13:22:19+0300
3360,Ведущий аналитик,,,,Москва,2022-12-15T16:44:16+0300
3361,Консультант SAP TRM,,,,Москва,2022-12-15T14:28:19+0300
3362,Программист 1C,,,,Санкт-Петербург,2022-12-15T12:04:23+0300
3363,Инженер сервисного центра (печатающая техника),40000.0,60000.0,RUR,Сочи,2022-12-15T17:23:16+0300
3364,Архитектор SAP MM/SD,,,,Москва,2022-12-15T14:28:02+0300
3365,Frontend Teamlead,,,,Санкт-Петербург,2022-12-15T12:27:38+0300
3366,Менеджер по работе с проектными организациями / Менеджер по продажам вентиляционного оборудования,,,,Кемерово,2022-12-15T12:03:15+0300
3367,Java Team Lead,,,,Москва,2022-12-15T16:57:09+0300
3368,Главный администратор геоинформационных систем,,,,Санкт-Петербург,2022-12-15T14:19:35+0300
3369,ИТ-архитектор (Библио-Глобус),,,,Москва,2022-12-15T13:52:14+0300
3370,"Преподаватель детских компьютерных курсов, г.Липецк",,,,Липецк,2022-12-15T12:26:34+0300
3371,Фрезеровщик 4 - 6 разряд,34000.0,48600.0,RUR,Калининград,2022-12-15T13:40:30+0300
3372,Механик,,,,Усть-Каменогорск,2022-12-15T14:11:09+0300
3373,Системный инженер,,,,Москва,2022-12-15T15:09:48+0300
3374,Директор/Управляющий директор Службы развития инфраструктуры экспертизы и фрод-мониторинга,,,,Москва,2022-12-15T16:50:13+0300
3375,Токарь 5 разряда на производство,60000.0,80000.0,RUR,Волгодонск,2022-12-15T16:09:32+0300
3376,Инженер КИПиА,100000.0,,RUR,Электросталь,2022-12-15T14:31:24+0300
3377,Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Стерлитамак,2022-12-15T16:21:40+0300
3378,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Ейск,2022-12-15T13:05:40+0300
3379,Фрезеровщик,83000.0,112000.0,RUR,Санкт-Петербург,2022-12-15T13:37:09+0300
3380,Ведущий программист-разработчик,,,,Санкт-Петербург,2022-12-15T17:57:14+0300
3381,Middle Database administrator MS SQL,,,,Минск,2022-12-15T17:51:41+0300
3382,"Java developer (middle, senior)",,,,Москва,2022-12-15T16:57:09+0300
3383,Аккаунт-менеджер,50000.0,300000.0,RUR,Москва,2022-12-15T15:25:39+0300
3384,Системный аналитик по CRM,,,,Нижний Новгород,2022-12-15T12:14:41+0300
3385,Программист 1C (удаленно),140000.0,,RUR,Санкт-Петербург,2022-12-15T14:18:17+0300
3386,Оператор-наладчик горизонтально-расточного станка 2А622Ф4 стойка NC310,80000.0,120000.0,RUR,Санкт-Петербург,2022-12-15T12:07:31+0300
3387,Chief Scrum Master,,,,Уфа,2022-12-15T17:59:42+0300
3388,"Product Manager with Chinese, Professional Certification",,,,Алматы,2022-12-15T14:10:14+0300
3389,Токарь-карусельщик,100000.0,,RUR,Санкт-Петербург,2022-12-15T12:20:35+0300
3390,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Казань,2022-12-15T15:05:41+0300
3391,Ведущий специалист по направлению EPM,,,,Санкт-Петербург,2022-12-15T15:28:35+0300
3392,Руководитель направления комплаенса,,,,Казань,2022-12-15T15:27:51+0300
3393,DevOps engineer Senior,,,,Нижний Новгород,2022-12-15T15:25:42+0300
3394,Программист 1С,,,,Воронеж,2022-12-15T14:03:15+0300
3395,Bitrix-разработчик,,,,Москва,2022-12-15T12:17:26+0300
3396,Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Самара,2022-12-15T12:04:01+0300
3397,Инженер по обеспечению непрерывности бизнеса (ИБ),,,,Алматы,2022-12-15T15:03:16+0300
3398,Архитектор UC,,,,Москва,2022-12-15T15:09:49+0300
3399,Специалист информационной безопасности банка (Security Engineer),,,,Москва,2022-12-15T14:33:01+0300
3400,Наладчик зубошлифовального оборудования,70000.0,125000.0,RUR,Москва,2022-12-15T15:34:01+0300
3401,"Проверяющий преподаватель на курс ""PHP-разработчик"" (Laravel)",,,,Москва,2022-12-15T12:45:34+0300
3402,Старший/Ведущий С++ разработчик,,,,Москва,2022-12-15T16:53:54+0300
3403,"Проверяющий преподаватель по курсу ""IOS разработка для начинающих""",,,,Москва,2022-12-15T12:45:28+0300
3404,Ведущий аналитик 1С (1С:Бухгалтерия),,,,Москва,2022-12-15T14:40:28+0300
3405,Руководитель проектов SAP,,,,Москва,2022-12-15T15:03:22+0300
3406,Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Салават,2022-12-15T16:22:00+0300
3407,Data Engineer,,,,Москва,2022-12-15T12:24:55+0300
3408,Database administrator,,,,Москва,2022-12-15T12:43:07+0300
3409,Программист 1С,,,,Санкт-Петербург,2022-12-15T17:03:16+0300
3410,Архитектор проектов по информационной безопасности (Интегратор),150000.0,250000.0,RUR,Москва,2022-12-15T14:07:48+0300
3411,Инженер 2 категории отдела главного механика,42898.0,42898.0,RUR,Березники,2022-12-15T14:17:03+0300
3412,DevOps Engineer,,,,Москва,2022-12-15T16:55:15+0300
3413,"Ведущий менеджер по развитию решений (ECM, CSP)",,,,Москва,2022-12-15T12:35:12+0300
3414,Администратор по сопровождению ПО,,,,Москва,2022-12-15T12:31:21+0300
3415,Методолог,,,,Москва,2022-12-15T15:03:17+0300
3416,Архитектор Линукс,,,,Санкт-Петербург,2022-12-15T15:09:48+0300
3417,Бизнес-аналитик 1С (ERP),,,,Казань,2022-12-15T12:33:26+0300
3418,Электромеханик по средствам автоматики и приборам технического оборудования,32000.0,35000.0,RUR,Томск,2022-12-15T12:19:45+0300
3419,Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Краснодар,2022-12-15T12:04:17+0300
3420,Руководитель группы ML в команду качества Геопоиска,,,,Москва,2022-12-15T16:58:02+0300
3421,Специалист отдела внедрения 1С,60000.0,,RUR,Москва,2022-12-15T15:54:39+0300
3422,QA Automation engineer,,,,Москва,2022-12-15T13:50:36+0300
3423,Инженер-программист микроконтроллеров,,,,Ставрополь,2022-12-15T15:48:57+0300
3424,Программист 1C (удаленно),140000.0,,RUR,Ростов-на-Дону,2022-12-15T14:18:17+0300
3425,Архитектор Линукс,,,,Москва,2022-12-15T14:47:29+0300
3426,Разработчик по автоматизации тестирования в Сервис Request to Pay,,,,Москва,2022-12-15T13:56:54+0300
3427,Ведущий инженер\Team Lead (Linux),,,,Москва,2022-12-15T17:31:06+0300
3428,Архитектор (Frontend) в Эквайринг,,,,Москва,2022-12-15T16:04:37+0300
3429,Аудитор-методолог РСБУ,,,,Москва,2022-12-15T12:20:16+0300
3430,Менеджер по работе с проектными организациями,60000.0,,RUR,Красноярск,2022-12-15T13:55:54+0300
3431,Токарь-расточник 4-6 разряд,46000.0,,RUR,Омск,2022-12-15T14:07:42+0300
3432,Backend Engineer (Node.js),,,,Минск,2022-12-15T13:54:29+0300
3433,"Utilities Coordinator (Air, Cooling, CO2)",,,,Москва,2022-12-15T15:00:06+0300
3434,Senior Data Scientist CV,,,,Москва,2022-12-15T12:24:54+0300
3435,Программист 1С (техническая поддержка крупных клиентов),100000.0,150000.0,RUR,Москва,2022-12-15T16:41:12+0300
3436,"Проверяющий преподаватель по курсу ""Node.js""",,,,Москва,2022-12-15T13:14:11+0300
3437,Project Manager (Руководитель проектов в онлайн-школу на автоворонки),80000.0,,RUR,Новосибирск,2022-12-15T13:09:17+0300
3438,Программист 1С (внедрение торговых систем),100000.0,,RUR,Москва,2022-12-15T15:54:46+0300
3439,".NET developer (Senior, Lead)",1500.0,4500.0,USD,Бишкек,2022-12-15T15:46:45+0300
3440,Эксперт SAP FI-FM,,,,Санкт-Петербург,2022-12-15T14:27:49+0300
3441,Менеджер по работе с проектными организациями / Менеджер по продажам вентиляционного оборудования,,,,Новокузнецк,2022-12-15T12:03:40+0300
3442,Специалист 1С Лизинг,100000.0,,RUR,Челябинск,2022-12-15T16:23:17+0300
3443,Data Engineer в команду «Сеть Продаж»,,,,Москва,2022-12-15T12:24:53+0300
3444,Ведущий разработчик 1С,,,,Москва,2022-12-15T15:27:27+0300
3445,Full stack developer (Senior),,,,Минск,2022-12-15T12:30:16+0300
3446,Senior NLP Data Scientist,,,,Москва,2022-12-15T12:24:54+0300
3447,Инженер-программист (Ведущий/главный специалист),,,,Белгород,2022-12-15T17:18:02+0300
3448,Ведущий аналитик,,,,Екатеринбург,2022-12-15T16:13:19+0300
3449,Инженер-проектировщик по информационной безопасности,,,,Москва,2022-12-15T16:01:28+0300
3450,Специалист отдела развития партнёров,20000.0,,RUR,Воронеж,2022-12-15T17:24:38+0300
3451,Консультант SAP RCM,,,,Москва,2022-12-15T14:28:16+0300
3452,Руководитель группы ML в команду качества Геопоиска,,,,Армения,2022-12-15T16:58:02+0300
3453,Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Уфа,2022-12-15T12:03:58+0300
3454,Ведущий специалист по защите информации,,,,Севастополь,2022-12-15T16:09:37+0300
3455,"Инженер по разработке проектов организации дорожного движения (ОДД), удаленно",40000.0,75000.0,RUR,Ставрополь,2022-12-15T15:35:07+0300
3456,PHP developer,180000.0,250000.0,RUR,Москва,2022-12-15T12:57:26+0300
3457,Android TechLead,,450000.0,RUR,Москва,2022-12-15T12:36:22+0300
3458,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Ростов-на-Дону,2022-12-15T15:02:06+0300
3459,Руководитель отдела аналитики и Data Science,,,,Санкт-Петербург,2022-12-15T17:14:43+0300
3460,Аналитик-методолог,,,,Москва,2022-12-15T12:59:29+0300
3461,Архитектор по информационной безопасности,,,,Москва,2022-12-15T16:01:28+0300
3462,Токарь-расточник 6 разряда,43000.0,48600.0,RUR,Калининград,2022-12-15T13:40:26+0300
3463,Руководитель группы разработки в Эквайринг,,,,Москва,2022-12-15T15:59:03+0300
3464,Удаленный сотрудник обработки информации и ввода данных,25000.0,70000.0,RUR,Дубовка,2022-12-15T12:31:55+0300
3465,Ведущий консультант SAP HR,,,,Москва,2022-12-15T16:10:52+0300
3466,"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000.0,,RUR,Краснодар,2022-12-15T14:42:35+0300
3467,PHP-разработчик,,,,Москва,2022-12-15T12:56:07+0300
